pass,members,image_id,present,seeded,stratum,driver,exhaustive
Book,book,2410628,0,0,boundary,dog,no
Book,book,2411277,0,0,random,bowl,no
Book,book,2411445,0,0,random,bicycle,no
Book,book,2411912,0,0,boundary,stop sign,yes
Book,book,2413072,0,0,boundary,stop sign,no
Book,book,2413407,0,0,random,spoon,no
Book,book,2413495,0,0,boundary,stop sign,yes
Book,book,2415129,0,0,random,kite,yes
Book,book,2415598,0,0,boundary,sink,no
Book,book,2416176,0,0,random,bus,no
Book,book,2416246,0,0,boundary,stop sign,yes
Book,book,2416293,0,0,random,kite,yes
Book,book,2416508,0,0,random,bird,no
Book,book,2416700,0,0,boundary,cell phone,yes
Book,book,2417271,0,0,boundary,cell phone,yes
Book,book,2417678,0,0,boundary,kite,no
Book,book,2417852,0,0,boundary,boat,no
Cell Phone,cell phone,655,0,0,random,boat,no
Cell Phone,cell phone,1490,0,0,random,bench,no
Cell Phone,cell phone,1556,0,0,random,car,no
Cell Phone,cell phone,1986,0,0,boundary,cell phone,no
Cell Phone,cell phone,2360,0,0,boundary,stop sign,no
Cell Phone,cell phone,3561,0,0,boundary,chair,no
Cell Phone,cell phone,3801,0,0,random,bench,no
Cell Phone,cell phone,4185,0,0,boundary,stop sign,no
Cell Phone,cell phone,4214,0,0,random,fork,no
Cell Phone,cell phone,61589,0,0,random,kite,no
Cell Phone,cell phone,497980,0,0,random,bench,no
Cell Phone,cell phone,498270,0,0,boundary,boat,no
Cell Phone,cell phone,1159420,0,0,boundary,truck,yes
Cell Phone,cell phone,1159799,0,0,random,bowl,no
Cell Phone,cell phone,1592013,0,0,boundary,bench,yes
Cell Phone,cell phone,1592557,1,0,random,fork,no
Cell Phone,cell phone,1593184,0,0,random,dog,yes
Cell Phone,cell phone,2315792,0,0,boundary,bench,yes
Cell Phone,cell phone,2315796,0,0,random,car,no
Cell Phone,cell phone,2316043,0,0,random,car,yes
Cell Phone,cell phone,2316125,0,0,boundary,kite,no
Cell Phone,cell phone,2316533,0,0,random,kite,yes
Cell Phone,cell phone,2318153,0,0,random,fork,yes
Cell Phone,cell phone,2320159,0,0,random,spoon,yes
Cell Phone,cell phone,2320550,0,0,random,bench,yes
Cell Phone,cell phone,2321487,0,0,random,bird,yes
Cell Phone,cell phone,2322248,0,0,boundary,kite,yes
Cell Phone,cell phone,2322535,0,0,boundary,kite,yes
Cell Phone,cell phone,2322849,0,0,boundary,backpack,no
Cell Phone,cell phone,2323085,0,0,random,kite,yes
Cell Phone,cell phone,2323658,0,0,boundary,dog,no
Cell Phone,cell phone,2323842,0,0,boundary,kite,no
Cell Phone,cell phone,2325332,0,0,boundary,truck,yes
Cell Phone,cell phone,2325379,0,0,boundary,kite,no
Cell Phone,cell phone,2325700,0,0,boundary,kite,yes
Cell Phone,cell phone,2326762,0,0,boundary,sink,no
Cell Phone,cell phone,2327098,0,0,boundary,sink,no
Cell Phone,cell phone,2327398,0,0,boundary,kite,yes
Cell Phone,cell phone,2327535,0,0,random,cup,no
Cell Phone,cell phone,2328476,0,0,random,bench,no
Cell Phone,cell phone,2329296,0,0,boundary,stop sign,yes
Cell Phone,cell phone,2329538,0,0,random,bench,no
Cell Phone,cell phone,2330568,0,0,boundary,bus,yes
Cell Phone,cell phone,2331220,0,0,boundary,kite,no
Cell Phone,cell phone,2332648,0,0,random,sink,no
Cell Phone,cell phone,2333001,0,0,boundary,kite,yes
Cell Phone,cell phone,2334397,0,0,random,bowl,no
Cell Phone,cell phone,2334729,0,0,random,bus,no
Cell Phone,cell phone,2334823,0,0,random,kite,yes
Cell Phone,cell phone,2334934,0,0,boundary,kite,yes
Cell Phone,cell phone,2335019,0,0,random,bench,no
Cell Phone,cell phone,2336335,0,0,random,car,no
Cell Phone,cell phone,2336569,0,0,boundary,stop sign,yes
Cell Phone,cell phone,2336745,0,0,boundary,bus,no
Cell Phone,cell phone,2338255,0,0,boundary,bench,yes
Cell Phone,cell phone,2338452,0,0,random,bird,yes
Cell Phone,cell phone,2339643,0,0,boundary,kite,yes
Cell Phone,cell phone,2340056,0,0,random,knife,yes
Cell Phone,cell phone,2340667,0,0,random,bicycle,no
Cell Phone,cell phone,2341076,0,0,random,bowl,yes
Cell Phone,cell phone,2341258,0,0,random,bench,no
Cell Phone,cell phone,2342757,0,0,random,car,no
Cell Phone,cell phone,2343133,0,0,random,bench,no
Cell Phone,cell phone,2343839,0,0,boundary,stop sign,yes
Cell Phone,cell phone,2346019,0,0,boundary,stop sign,yes
Cell Phone,cell phone,2346929,0,0,boundary,bus,no
Cell Phone,cell phone,2348108,0,0,boundary,stop sign,no
Cell Phone,cell phone,2350334,0,0,boundary,knife,yes
Cell Phone,cell phone,2350610,0,0,boundary,kite,yes
Cell Phone,cell phone,2352095,0,0,random,bus,yes
Cell Phone,cell phone,2352709,0,0,boundary,kite,no
Cell Phone,cell phone,2352911,0,0,random,bowl,no
Cell Phone,cell phone,2353402,0,0,random,bus,no
Cell Phone,cell phone,2353986,0,0,boundary,kite,no
Cell Phone,cell phone,2354790,0,0,boundary,bus,yes
Cell Phone,cell phone,2355650,0,0,boundary,stop sign,no
Cell Phone,cell phone,2355890,0,0,boundary,stop sign,yes
Cell Phone,cell phone,2357470,0,0,random,dog,yes
Cell Phone,cell phone,2357898,0,0,random,bench,no
Cell Phone,cell phone,2358000,0,0,boundary,cell phone,yes
Cell Phone,cell phone,2358239,0,0,random,bird,yes
Cell Phone,cell phone,2358316,0,0,boundary,sink,yes
Cell Phone,cell phone,2358419,0,0,random,bus,no
Cell Phone,cell phone,2359994,0,0,random,bus,no
Cell Phone,cell phone,2360117,0,0,boundary,kite,yes
Cell Phone,cell phone,2360975,0,0,boundary,kite,yes
Cell Phone,cell phone,2361029,0,0,boundary,cell phone,no
Cell Phone,cell phone,2361524,0,0,random,boat,yes
Cell Phone,cell phone,2362065,0,0,boundary,sink,yes
Cell Phone,cell phone,2362762,0,0,boundary,vase,yes
Cell Phone,cell phone,2363160,0,0,random,bird,yes
Cell Phone,cell phone,2363995,0,0,boundary,sink,no
Cell Phone,cell phone,2364216,0,0,random,bus,yes
Cell Phone,cell phone,2364952,0,0,random,bird,yes
Cell Phone,cell phone,2365421,0,0,boundary,cell phone,yes
Cell Phone,cell phone,2366442,0,0,random,bowl,yes
Cell Phone,cell phone,2367117,0,0,boundary,kite,no
Cell Phone,cell phone,2367901,0,0,boundary,stop sign,no
Cell Phone,cell phone,2368073,0,0,boundary,stop sign,no
Cell Phone,cell phone,2368814,0,0,random,bird,no
Cell Phone,cell phone,2368984,0,0,random,bus,no
Cell Phone,cell phone,2369018,0,0,boundary,kite,no
Cell Phone,cell phone,2370144,0,0,random,bowl,no
Cell Phone,cell phone,2370271,0,0,random,bird,yes
Cell Phone,cell phone,2370802,0,0,random,stop sign,yes
Cell Phone,cell phone,2372204,0,0,random,bowl,no
Cell Phone,cell phone,2372245,0,0,random,stop sign,no
Cell Phone,cell phone,2372457,0,0,boundary,spoon,no
Cell Phone,cell phone,2373243,0,0,random,bird,no
Cell Phone,cell phone,2374137,0,0,random,dog,no
Cell Phone,cell phone,2374487,0,0,boundary,stop sign,yes
Cell Phone,cell phone,2375949,0,0,random,cup,no
Cell Phone,cell phone,2376171,0,0,random,bicycle,no
Cell Phone,cell phone,2376806,0,0,boundary,stop sign,yes
Cell Phone,cell phone,2379036,0,0,random,kite,no
Cell Phone,cell phone,2379050,0,0,boundary,dog,yes
Cell Phone,cell phone,2379075,0,0,boundary,dog,no
Cell Phone,cell phone,2379254,0,0,random,dog,yes
Cell Phone,cell phone,2379377,0,0,random,bird,no
Cell Phone,cell phone,2379431,0,0,random,bus,yes
Cell Phone,cell phone,2380089,0,0,boundary,kite,yes
Cell Phone,cell phone,2380376,0,0,random,car,no
Cell Phone,cell phone,2380685,0,0,boundary,sink,no
Cell Phone,cell phone,2381000,0,0,random,cup,yes
Cell Phone,cell phone,2382264,0,0,random,dog,no
Cell Phone,cell phone,2382828,0,0,random,dog,yes
Cell Phone,cell phone,2383506,0,0,boundary,sink,yes
Cell Phone,cell phone,2383707,0,0,boundary,kite,no
Cell Phone,cell phone,2384185,0,0,random,backpack,no
Cell Phone,cell phone,2384924,0,0,boundary,truck,yes
Cell Phone,cell phone,2385477,0,0,random,kite,no
Cell Phone,cell phone,2385504,0,0,boundary,kite,yes
Cell Phone,cell phone,2386347,0,0,random,bowl,yes
Cell Phone,cell phone,2386624,0,0,random,dog,yes
Cell Phone,cell phone,2386652,0,0,random,bird,yes
Cell Phone,cell phone,2387068,0,0,boundary,kite,no
Cell Phone,cell phone,2387690,0,0,random,bus,yes
Cell Phone,cell phone,2388314,0,0,boundary,bench,yes
Cell Phone,cell phone,2388486,0,0,random,bowl,yes
Cell Phone,cell phone,2389518,0,0,random,boat,no
Cell Phone,cell phone,2391377,0,0,boundary,kite,no
Cell Phone,cell phone,2391765,0,0,boundary,chair,yes
Cell Phone,cell phone,2392094,0,0,random,truck,yes
Cell Phone,cell phone,2392128,0,0,boundary,stop sign,yes
Cell Phone,cell phone,2392264,0,0,boundary,stop sign,no
Cell Phone,cell phone,2392277,0,0,random,bowl,no
Cell Phone,cell phone,2392337,0,0,boundary,sink,yes
Cell Phone,cell phone,2392420,0,0,boundary,vase,yes
Cell Phone,cell phone,2392480,0,0,random,bowl,no
Cell Phone,cell phone,2392734,0,0,random,kite,yes
Cell Phone,cell phone,2392807,0,0,random,bus,yes
Cell Phone,cell phone,2393325,0,0,random,cup,yes
Cell Phone,cell phone,2393671,0,0,boundary,dog,yes
Cell Phone,cell phone,2393732,0,0,boundary,stop sign,no
Cell Phone,cell phone,2393864,1,1,boundary,fire hydrant,yes
Cell Phone,cell phone,2393952,0,0,boundary,sink,no
Cell Phone,cell phone,2394130,0,0,boundary,kite,yes
Cell Phone,cell phone,2394898,0,0,boundary,dog,no
Cell Phone,cell phone,2395379,0,0,random,sink,no
Cell Phone,cell phone,2395745,0,0,boundary,kite,no
Cell Phone,cell phone,2396098,0,0,random,bench,yes
Cell Phone,cell phone,2398287,0,0,boundary,bowl,yes
Cell Phone,cell phone,2398807,0,0,boundary,stop sign,no
Cell Phone,cell phone,2398852,0,0,random,knife,no
Cell Phone,cell phone,2399091,0,0,boundary,sink,no
Cell Phone,cell phone,2399434,0,0,random,bowl,no
Cell Phone,cell phone,2399496,0,0,random,kite,no
Cell Phone,cell phone,2399554,0,0,boundary,sink,no
Cell Phone,cell phone,2400101,0,0,boundary,kite,no
Cell Phone,cell phone,2400821,0,0,boundary,sink,yes
Cell Phone,cell phone,2402404,0,0,random,umbrella,no
Cell Phone,cell phone,2402410,0,0,boundary,stop sign,no
Cell Phone,cell phone,2403285,0,0,random,kite,yes
Cell Phone,cell phone,2404693,0,0,boundary,kite,no
Cell Phone,cell phone,2406950,0,0,random,bowl,no
Cell Phone,cell phone,2407502,0,0,boundary,spoon,yes
Cell Phone,cell phone,2407548,0,0,boundary,bus,no
Cell Phone,cell phone,2407927,0,0,boundary,bowl,no
Cell Phone,cell phone,2408671,0,0,random,bowl,yes
Cell Phone,cell phone,2409231,0,0,random,bowl,no
Cell Phone,cell phone,2410026,0,0,random,kite,no
Cell Phone,cell phone,2410237,0,0,random,fork,yes
Cell Phone,cell phone,2410471,0,0,random,bird,no
Cell Phone,cell phone,2410628,0,0,boundary,dog,no
Cell Phone,cell phone,2411277,0,0,random,bowl,no
Cell Phone,cell phone,2411445,0,0,random,bicycle,no
Cell Phone,cell phone,2411912,0,0,boundary,stop sign,yes
Cell Phone,cell phone,2413072,0,0,boundary,stop sign,no
Cell Phone,cell phone,2413407,0,0,random,spoon,no
Cell Phone,cell phone,2413495,0,0,boundary,stop sign,yes
Cell Phone,cell phone,2415129,0,0,random,kite,yes
Cell Phone,cell phone,2415598,0,0,boundary,sink,no
Cell Phone,cell phone,2416176,0,0,random,bus,no
Cell Phone,cell phone,2416246,0,0,boundary,stop sign,yes
Cell Phone,cell phone,2416293,0,0,random,kite,yes
Cell Phone,cell phone,2416508,0,0,random,bird,no
Cell Phone,cell phone,2416700,0,0,boundary,cell phone,yes
Cell Phone,cell phone,2417271,0,0,boundary,cell phone,yes
Cell Phone,cell phone,2417678,0,0,boundary,kite,no
Cell Phone,cell phone,2417852,0,0,boundary,boat,no
Chair,chair,655,0,0,random,boat,no
Chair,chair,1490,0,0,random,bench,no
Chair,chair,1556,0,0,random,car,no
Chair,chair,1986,0,0,boundary,cell phone,no
Chair,chair,2360,0,0,boundary,stop sign,no
Chair,chair,3561,0,0,boundary,chair,no
Chair,chair,3801,0,0,random,bench,no
Chair,chair,4185,1,0,boundary,stop sign,no
Chair,chair,4214,0,0,random,fork,no
Chair,chair,61589,0,0,random,kite,no
Chair,chair,497980,0,0,random,bench,no
Chair,chair,498270,0,0,boundary,boat,no
Chair,chair,1159420,0,0,boundary,truck,yes
Chair,chair,1159799,0,0,random,bowl,no
Chair,chair,1592013,0,0,boundary,bench,yes
Chair,chair,1592557,0,0,random,fork,no
Chair,chair,1593184,0,0,random,dog,yes
Chair,chair,2315792,0,0,boundary,bench,yes
Chair,chair,2315796,0,0,random,car,no
Chair,chair,2316043,0,0,random,car,yes
Chair,chair,2316125,0,0,boundary,kite,no
Chair,chair,2316533,0,0,random,kite,yes
Chair,chair,2318153,0,0,random,fork,yes
Chair,chair,2320159,1,1,random,spoon,yes
Chair,chair,2320550,0,0,random,bench,yes
Chair,chair,2321487,0,0,random,bird,yes
Chair,chair,2322248,0,0,boundary,kite,yes
Chair,chair,2322535,0,0,boundary,kite,yes
Chair,chair,2322849,0,0,boundary,backpack,no
Chair,chair,2323085,0,0,random,kite,yes
Chair,chair,2323658,0,0,boundary,dog,no
Chair,chair,2323842,0,0,boundary,kite,no
Chair,chair,2325332,0,0,boundary,truck,yes
Chair,chair,2325379,0,0,boundary,kite,no
Chair,chair,2325700,0,0,boundary,kite,yes
Chair,chair,2326762,0,0,boundary,sink,no
Chair,chair,2327098,0,0,boundary,sink,no
Chair,chair,2327398,0,0,boundary,kite,yes
Chair,chair,2327535,0,0,random,cup,no
Chair,chair,2328476,0,0,random,bench,no
Chair,chair,2329296,0,0,boundary,stop sign,yes
Chair,chair,2329538,0,0,random,bench,no
Chair,chair,2330568,0,0,boundary,bus,yes
Chair,chair,2331220,0,0,boundary,kite,no
Chair,chair,2332648,0,0,random,sink,no
Chair,chair,2333001,0,0,boundary,kite,yes
Chair,chair,2334397,0,0,random,bowl,no
Chair,chair,2334729,0,0,random,bus,no
Chair,chair,2334823,0,0,random,kite,yes
Chair,chair,2334934,0,0,boundary,kite,yes
Chair,chair,2335019,1,0,random,bench,no
Chair,chair,2336335,0,0,random,car,no
Chair,chair,2336569,0,0,boundary,stop sign,yes
Chair,chair,2336745,0,0,boundary,bus,no
Chair,chair,2338255,0,0,boundary,bench,yes
Chair,chair,2338452,0,0,random,bird,yes
Chair,chair,2339643,0,0,boundary,kite,yes
Chair,chair,2340056,0,0,random,knife,yes
Chair,chair,2340667,0,0,random,bicycle,no
Chair,chair,2341076,0,0,random,bowl,yes
Chair,chair,2341258,0,0,random,bench,no
Chair,chair,2342757,0,0,random,car,no
Chair,chair,2343133,0,0,random,bench,no
Chair,chair,2343839,0,0,boundary,stop sign,yes
Chair,chair,2346019,0,0,boundary,stop sign,yes
Chair,chair,2346929,0,0,boundary,bus,no
Chair,chair,2348108,0,0,boundary,stop sign,no
Chair,chair,2350334,0,0,boundary,knife,yes
Chair,chair,2350610,0,0,boundary,kite,yes
Chair,chair,2352095,0,0,random,bus,yes
Chair,chair,2352709,0,0,boundary,kite,no
Chair,chair,2352911,0,0,random,bowl,no
Chair,chair,2353402,0,0,random,bus,no
Chair,chair,2353986,0,0,boundary,kite,no
Chair,chair,2354790,0,0,boundary,bus,yes
Chair,chair,2355650,0,0,boundary,stop sign,no
Chair,chair,2355890,0,0,boundary,stop sign,yes
Chair,chair,2357470,0,0,random,dog,yes
Chair,chair,2357898,0,0,random,bench,no
Chair,chair,2358000,0,0,boundary,cell phone,yes
Chair,chair,2358239,0,0,random,bird,yes
Chair,chair,2358316,0,0,boundary,sink,yes
Chair,chair,2358419,0,0,random,bus,no
Chair,chair,2359994,0,0,random,bus,no
Chair,chair,2360117,0,0,boundary,kite,yes
Chair,chair,2360975,0,0,boundary,kite,yes
Chair,chair,2361029,0,0,boundary,cell phone,no
Chair,chair,2361524,0,0,random,boat,yes
Chair,chair,2362065,0,0,boundary,sink,yes
Chair,chair,2362762,0,0,boundary,vase,yes
Chair,chair,2363160,0,0,random,bird,yes
Chair,chair,2363995,0,0,boundary,sink,no
Chair,chair,2364216,0,0,random,bus,yes
Chair,chair,2364952,0,0,random,bird,yes
Chair,chair,2365421,0,0,boundary,cell phone,yes
Chair,chair,2366442,0,0,random,bowl,yes
Chair,chair,2367117,0,0,boundary,kite,no
Chair,chair,2367901,0,0,boundary,stop sign,no
Chair,chair,2368073,0,0,boundary,stop sign,no
Chair,chair,2368814,0,0,random,bird,no
Chair,chair,2368984,0,0,random,bus,no
Chair,chair,2369018,0,0,boundary,kite,no
Chair,chair,2370144,0,0,random,bowl,no
Chair,chair,2370271,0,0,random,bird,yes
Chair,chair,2370802,0,0,random,stop sign,yes
Chair,chair,2372204,0,0,random,bowl,no
Chair,chair,2372245,0,0,random,stop sign,no
Chair,chair,2372457,0,0,boundary,spoon,no
Chair,chair,2373243,0,0,random,bird,no
Chair,chair,2374137,0,0,random,dog,no
Chair,chair,2374487,0,0,boundary,stop sign,yes
Chair,chair,2375949,0,0,random,cup,no
Chair,chair,2376171,0,0,random,bicycle,no
Chair,chair,2376806,0,0,boundary,stop sign,yes
Chair,chair,2379036,0,0,random,kite,no
Chair,chair,2379050,0,0,boundary,dog,yes
Chair,chair,2379075,0,0,boundary,dog,no
Chair,chair,2379254,0,0,random,dog,yes
Chair,chair,2379377,0,0,random,bird,no
Chair,chair,2379431,0,0,random,bus,yes
Chair,chair,2380089,0,0,boundary,kite,yes
Chair,chair,2380376,0,0,random,car,no
Chair,chair,2380685,0,0,boundary,sink,no
Chair,chair,2381000,0,0,random,cup,yes
Chair,chair,2382264,0,0,random,dog,no
Chair,chair,2382828,0,0,random,dog,yes
Chair,chair,2383506,0,0,boundary,sink,yes
Chair,chair,2383707,0,0,boundary,kite,no
Chair,chair,2384185,0,0,random,backpack,no
Chair,chair,2384924,0,0,boundary,truck,yes
Chair,chair,2385477,0,0,random,kite,no
Chair,chair,2385504,0,0,boundary,kite,yes
Chair,chair,2386347,0,0,random,bowl,yes
Chair,chair,2386624,0,0,random,dog,yes
Chair,chair,2386652,0,0,random,bird,yes
Chair,chair,2387068,0,0,boundary,kite,no
Chair,chair,2387690,0,0,random,bus,yes
Chair,chair,2388314,0,0,boundary,bench,yes
Chair,chair,2388486,1,1,random,bowl,yes
Chair,chair,2389518,0,0,random,boat,no
Chair,chair,2391377,0,0,boundary,kite,no
Chair,chair,2391765,0,0,boundary,chair,yes
Chair,chair,2392094,0,0,random,truck,yes
Chair,chair,2392128,0,0,boundary,stop sign,yes
Chair,chair,2392264,0,0,boundary,stop sign,no
Chair,chair,2392277,0,0,random,bowl,no
Chair,chair,2392337,0,0,boundary,sink,yes
Chair,chair,2392420,0,0,boundary,vase,yes
Chair,chair,2392480,0,0,random,bowl,no
Chair,chair,2392734,0,0,random,kite,yes
Chair,chair,2392807,0,0,random,bus,yes
Chair,chair,2393325,0,0,random,cup,yes
Chair,chair,2393671,0,0,boundary,dog,yes
Chair,chair,2393732,0,0,boundary,stop sign,no
Chair,chair,2393864,0,0,boundary,fire hydrant,yes
Chair,chair,2393952,0,0,boundary,sink,no
Chair,chair,2394130,0,0,boundary,kite,yes
Chair,chair,2394898,0,0,boundary,dog,no
Chair,chair,2395379,0,0,random,sink,no
Chair,chair,2395745,0,0,boundary,kite,no
Chair,chair,2396098,0,0,random,bench,yes
Chair,chair,2398287,0,0,boundary,bowl,yes
Chair,chair,2398807,0,0,boundary,stop sign,no
Chair,chair,2398852,0,0,random,knife,no
Chair,chair,2399091,0,0,boundary,sink,no
Chair,chair,2399434,0,0,random,bowl,no
Chair,chair,2399496,0,0,random,kite,no
Chair,chair,2399554,0,0,boundary,sink,no
Chair,chair,2400101,0,0,boundary,kite,no
Chair,chair,2400821,0,0,boundary,sink,yes
Chair,chair,2402404,0,0,random,umbrella,no
Chair,chair,2402410,0,0,boundary,stop sign,no
Chair,chair,2403285,0,0,random,kite,yes
Chair,chair,2404693,0,0,boundary,kite,no
Chair,chair,2406950,0,0,random,bowl,no
Chair,chair,2407502,0,0,boundary,spoon,yes
Chair,chair,2407548,0,0,boundary,bus,no
Chair,chair,2407927,0,0,boundary,bowl,no
Chair,chair,2408671,0,0,random,bowl,yes
Chair,chair,2409231,0,0,random,bowl,no
Chair,chair,2410026,0,0,random,kite,no
Chair,chair,2410237,0,0,random,fork,yes
Chair,chair,2410471,0,0,random,bird,no
Chair,chair,2410628,0,0,boundary,dog,no
Chair,chair,2411277,0,0,random,bowl,no
Chair,chair,2411445,0,0,random,bicycle,no
Chair,chair,2411912,0,0,boundary,stop sign,yes
Chair,chair,2413072,0,0,boundary,stop sign,no
Chair,chair,2413407,1,0,random,spoon,no
Chair,chair,2413495,0,0,boundary,stop sign,yes
Chair,chair,2415129,0,0,random,kite,yes
Chair,chair,2415598,0,0,boundary,sink,no
Chair,chair,2416176,0,0,random,bus,no
Chair,chair,2416246,0,0,boundary,stop sign,yes
Chair,chair,2416293,0,0,random,kite,yes
Chair,chair,2416508,0,0,random,bird,no
Chair,chair,2416700,0,0,boundary,cell phone,yes
Chair,chair,2417271,0,0,boundary,cell phone,yes
Chair,chair,2417678,0,0,boundary,kite,no
Chair,chair,2417852,0,0,boundary,boat,no
Clock,clock,655,0,0,random,boat,no
Clock,clock,1490,0,0,random,bench,no
Clock,clock,1556,0,0,random,car,no
Clock,clock,1986,0,0,boundary,cell phone,no
Clock,clock,2360,0,0,boundary,stop sign,no
Clock,clock,3561,0,0,boundary,chair,no
Clock,clock,3801,0,0,random,bench,no
Clock,clock,4185,0,0,boundary,stop sign,no
Clock,clock,4214,0,0,random,fork,no
Clock,clock,61589,0,0,random,kite,no
Clock,clock,497980,0,0,random,bench,no
Clock,clock,498270,0,0,boundary,boat,no
Clock,clock,1159420,0,0,boundary,truck,yes
Clock,clock,1159799,0,0,random,bowl,no
Clock,clock,1592013,0,0,boundary,bench,yes
Clock,clock,1592557,0,0,random,fork,no
Clock,clock,1593184,0,0,random,dog,yes
Clock,clock,2315792,0,0,boundary,bench,yes
Clock,clock,2315796,0,0,random,car,no
Clock,clock,2316043,0,0,random,car,yes
Clock,clock,2316125,0,0,boundary,kite,no
Clock,clock,2316533,0,0,random,kite,yes
Clock,clock,2318153,0,0,random,fork,yes
Clock,clock,2320159,0,0,random,spoon,yes
Clock,clock,2320550,0,0,random,bench,yes
Clock,clock,2321487,0,0,random,bird,yes
Clock,clock,2322248,0,0,boundary,kite,yes
Clock,clock,2322535,0,0,boundary,kite,yes
Clock,clock,2322849,0,0,boundary,backpack,no
Clock,clock,2323085,0,0,random,kite,yes
Clock,clock,2323658,0,0,boundary,dog,no
Clock,clock,2323842,0,0,boundary,kite,no
Clock,clock,2325332,0,0,boundary,truck,yes
Clock,clock,2325379,0,0,boundary,kite,no
Clock,clock,2325700,0,0,boundary,kite,yes
Clock,clock,2326762,0,0,boundary,sink,no
Clock,clock,2327098,0,0,boundary,sink,no
Clock,clock,2327398,0,0,boundary,kite,yes
Clock,clock,2327535,0,0,random,cup,no
Clock,clock,2328476,0,0,random,bench,no
Clock,clock,2329296,0,0,boundary,stop sign,yes
Clock,clock,2329538,0,0,random,bench,no
Clock,clock,2330568,0,0,boundary,bus,yes
Clock,clock,2331220,0,0,boundary,kite,no
Clock,clock,2332648,0,0,random,sink,no
Clock,clock,2333001,0,0,boundary,kite,yes
Clock,clock,2334397,0,0,random,bowl,no
Clock,clock,2334729,0,0,random,bus,no
Clock,clock,2334823,0,0,random,kite,yes
Clock,clock,2334934,0,0,boundary,kite,yes
Clock,clock,2335019,0,0,random,bench,no
Clock,clock,2336335,0,0,random,car,no
Clock,clock,2336569,0,0,boundary,stop sign,yes
Clock,clock,2336745,0,0,boundary,bus,no
Clock,clock,2338255,0,0,boundary,bench,yes
Clock,clock,2338452,0,0,random,bird,yes
Clock,clock,2339643,0,0,boundary,kite,yes
Clock,clock,2340056,0,0,random,knife,yes
Clock,clock,2340667,0,0,random,bicycle,no
Clock,clock,2341076,0,0,random,bowl,yes
Clock,clock,2341258,0,0,random,bench,no
Clock,clock,2342757,0,0,random,car,no
Clock,clock,2343133,0,0,random,bench,no
Clock,clock,2343839,0,0,boundary,stop sign,yes
Clock,clock,2346019,0,0,boundary,stop sign,yes
Clock,clock,2346929,0,0,boundary,bus,no
Clock,clock,2348108,0,0,boundary,stop sign,no
Clock,clock,2350334,0,0,boundary,knife,yes
Clock,clock,2350610,0,0,boundary,kite,yes
Clock,clock,2352095,0,0,random,bus,yes
Clock,clock,2352709,0,0,boundary,kite,no
Clock,clock,2352911,0,0,random,bowl,no
Clock,clock,2353402,0,0,random,bus,no
Clock,clock,2353986,0,0,boundary,kite,no
Clock,clock,2354790,0,0,boundary,bus,yes
Clock,clock,2355650,0,0,boundary,stop sign,no
Clock,clock,2355890,0,0,boundary,stop sign,yes
Clock,clock,2357470,0,0,random,dog,yes
Clock,clock,2357898,0,0,random,bench,no
Clock,clock,2358000,0,0,boundary,cell phone,yes
Clock,clock,2358239,0,0,random,bird,yes
Clock,clock,2358316,0,0,boundary,sink,yes
Clock,clock,2358419,0,0,random,bus,no
Clock,clock,2359994,0,0,random,bus,no
Clock,clock,2360117,0,0,boundary,kite,yes
Clock,clock,2360975,0,0,boundary,kite,yes
Clock,clock,2361029,0,0,boundary,cell phone,no
Clock,clock,2361524,0,0,random,boat,yes
Clock,clock,2362065,0,0,boundary,sink,yes
Clock,clock,2362762,0,0,boundary,vase,yes
Clock,clock,2363160,0,0,random,bird,yes
Clock,clock,2363995,0,0,boundary,sink,no
Clock,clock,2364216,0,0,random,bus,yes
Clock,clock,2364952,0,0,random,bird,yes
Clock,clock,2365421,0,0,boundary,cell phone,yes
Clock,clock,2366442,0,0,random,bowl,yes
Clock,clock,2367117,0,0,boundary,kite,no
Clock,clock,2367901,0,0,boundary,stop sign,no
Clock,clock,2368073,0,0,boundary,stop sign,no
Clock,clock,2368814,0,0,random,bird,no
Clock,clock,2368984,0,0,random,bus,no
Clock,clock,2369018,0,0,boundary,kite,no
Clock,clock,2370144,0,0,random,bowl,no
Clock,clock,2370271,0,0,random,bird,yes
Clock,clock,2370802,0,0,random,stop sign,yes
Clock,clock,2372204,0,0,random,bowl,no
Clock,clock,2372245,0,0,random,stop sign,no
Clock,clock,2372457,0,0,boundary,spoon,no
Clock,clock,2373243,0,0,random,bird,no
Clock,clock,2374137,0,0,random,dog,no
Clock,clock,2374487,0,0,boundary,stop sign,yes
Clock,clock,2375949,0,0,random,cup,no
Clock,clock,2376171,0,0,random,bicycle,no
Clock,clock,2376806,0,0,boundary,stop sign,yes
Clock,clock,2379036,0,0,random,kite,no
Clock,clock,2379050,0,0,boundary,dog,yes
Clock,clock,2379075,0,0,boundary,dog,no
Clock,clock,2379254,0,0,random,dog,yes
Clock,clock,2379377,0,0,random,bird,no
Clock,clock,2379431,0,0,random,bus,yes
Clock,clock,2380089,0,0,boundary,kite,yes
Clock,clock,2380376,0,0,random,car,no
Clock,clock,2380685,0,0,boundary,sink,no
Clock,clock,2381000,0,0,random,cup,yes
Clock,clock,2382264,0,0,random,dog,no
Clock,clock,2382828,0,0,random,dog,yes
Clock,clock,2383506,0,0,boundary,sink,yes
Clock,clock,2383707,0,0,boundary,kite,no
